mechanism,projection,mean_mechanism,mean_null,z_score,sign_consistency,verdict,effect_size,selected_submetric,num_submetrics,raw_z,bonferroni_z_threshold,passes_bonferroni,effect_size_d,material,verdict_material
fixed_factor,CentsEntropy,5.3216225537034045,6.643120185092012,-45961.5018629435,1.0,+,-14534.303056897359,cents_entropy,1,-45961.5018629435,3.090232306167813,True,-14534.303056897359,True,+
fixed_factor,DecimalResidue,0.6,0.003786500000000004,3680.047041586623,1.0,+,1163.7330547978113,mod10_tv,4,3680.047041586623,3.4807564043462427,True,1163.7330547978113,True,+
fixed_factor,VocabGini,0.28265544639176243,0.0043419863245320435,1029.4954131998477,1.0,+,325.55503464076935,vocab_gini,1,1029.4954131998477,3.090232306167813,True,325.55503464076935,True,+
fixed_factor,ThresholdDensity,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
fixed_factor,TemporalConcentration,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
fixed_factor,cp_spectrum,0.0,0.06855721466916338,-1489.197725679503,1.0,+,-470.92566994898516,c10,6,-1489.197725679503,3.5879146722879613,True,-470.92566994898516,True,+
fixed_factor,L_profile,0.4908755764985198,0.2243717299856754,3017.734282044031,1.0,+,954.2913704432101,L2,4,3017.734282044031,3.4807564043462427,True,954.2913704432101,True,+
fixed_factor,TailMass,1.537492355652148e-18,0.12742459493135086,-1462.801027388585,1.0,+,-462.57830101822753,tail_mass,1,-1462.801027388585,3.090232306167813,True,-462.57830101822753,True,+
fixed_factor,CBAD_a,4.187757659950269e-06,2.3083954848995278e-10,1.9012578298901115,0.65,?,0.6012305161681712,cbad_a,1,1.9012578298901115,3.090232306167813,False,0.6012305161681712,True,?
fixed_factor,CBAD_c,0.020043389058798298,0.013190610941927989,33.77819977622842,1.0,+,10.681604655307169,cbad_c,1,33.77819977622842,3.090232306167813,True,10.681604655307169,True,+
fixed_factor,CBAD_R2,0.9686586759088961,0.9052471477553613,11.397120858348304,1.0,+,3.604086068059391,cbad_r2,1,11.397120858348304,3.090232306167813,True,3.604086068059391,True,+
fixed_factor,cp_spectrum_composite,0.0,0.07313796913284405,-1511.123108288522,1.0,+,-477.85908471049964,c10_composite,6,-1511.123108288522,3.5879146722879613,True,-477.85908471049964,True,+
fixed_factor,L_profile_composite,0.4908755764985198,0.2393633813476796,3300.387548790972,1.0,+,1043.6741815439568,L2_composite,4,3300.387548790972,3.4807564043462427,True,1043.6741815439568,True,+
fixed_factor,TailMass_composite,1.537492355652148e-18,0.1359387464741226,-1387.461236141524,1.0,+,-438.75376713999464,tail_mass_composite,1,-1387.461236141524,3.090232306167813,True,-438.75376713999464,True,+
fixed_factor,prime_fraction,0.0,0.06263149999999999,-362.26383507430756,1.0,+,-114.5578832742405,prime_fraction,1,-362.26383507430756,3.090232306167813,True,-114.5578832742405,True,+
temporal_concat,LeadingDigit,0.06592251490470628,0.05980310918399164,2.346585742271412,0.7,?,0.7420555670454521,leading_digit_mad,1,2.346585742271412,3.090232306167813,False,0.7420555670454521,True,?
temporal_concat,TerminalDigit,13667.52838,9.52642,11.605861363317429,1.0,+,3.6700956116230032,terminal_digit_chisq,1,11.605861363317429,3.090232306167813,True,3.6700956116230032,True,+
temporal_concat,CentsEntropy,5.989161544323499,6.6431229024868035,-75.3326249093495,1.0,+,-23.822267683267995,cents_entropy,1,-75.3326249093495,3.090232306167813,True,-23.822267683267995,True,+
temporal_concat,DecimalResidue,0.40892,0.012656499999999998,289.93233851095613,1.0,+,91.68465570335731,mod100_tv,4,289.93233851095613,3.4807564043462427,True,91.68465570335731,True,+
temporal_concat,VocabGini,0.5116036088495066,0.046926861089680895,1290.0737009469815,1.0,+,407.95712444753815,vocab_gini,1,1290.0737009469815,3.090232306167813,True,407.95712444753815,True,+
temporal_concat,ThresholdDensity,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
temporal_concat,TemporalConcentration,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
temporal_concat,cp_spectrum,0.02217726024089241,0.02544766049627502,-2.6616341896147198,0.75,?,-0.8416826337358996,c7,6,-2.6616341896147198,3.5879146722879613,False,-0.8416826337358996,True,?
temporal_concat,L_profile,0.022440222465937416,0.02416490974247849,-1.4577663581739733,0.6,0,-0.46098619881985714,L4,4,-1.4577663581739733,3.4807564043462427,False,-0.46098619881985714,True,0
temporal_concat,TailMass,0.11097459829067424,0.11518202840430625,-1.116524250844929,0.5,0,-0.35307596954831544,tail_mass,1,-1.116524250844929,3.090232306167813,False,-0.35307596954831544,True,0
temporal_concat,CBAD_a,4.014915499892284e-10,1.911534980993235e-07,-1.3412711612968458,0.5,0,-0.4241471829597115,cbad_a,1,-1.3412711612968458,3.090232306167813,False,-0.4241471829597115,True,0
temporal_concat,CBAD_c,0.03492451293247588,0.01324596540075466,103.9789390840641,1.0,+,32.88102761935446,cbad_c,1,103.9789390840641,3.090232306167813,True,32.88102761935446,True,+
temporal_concat,CBAD_R2,0.45456703715210933,0.9015181117657599,-78.66695498584863,1.0,+,-24.876675434522067,cbad_r2,1,-78.66695498584863,3.090232306167813,True,-24.876675434522067,True,+
temporal_concat,cp_spectrum_composite,0.023851806564487165,0.027613447786367557,-2.7840935608751716,0.75,?,-0.8804076871374189,c7_composite,6,-2.7840935608751716,3.5879146722879613,False,-0.8804076871374189,True,?
temporal_concat,L_profile_composite,0.6337877722941055,0.6268919924394318,1.8229855619660407,0.5,?,0.576478651741471,L1_composite,4,1.8229855619660407,3.4807564043462427,False,0.576478651741471,True,?
temporal_concat,TailMass_composite,0.1191576706129119,0.12498379621376479,-1.4563393903366768,0.5,0,-0.4605349519684911,tail_mass_composite,1,-1.4563393903366768,3.090232306167813,False,-0.4605349519684911,True,0
temporal_concat,prime_fraction,0.068549,0.078426,-2.1251728350917234,0.7,?,-0.6720386580407256,prime_fraction,1,-2.1251728350917234,3.090232306167813,False,-0.6720386580407256,True,?
temporal_concat_arith,LeadingDigit,0.05962322029510274,0.05978810918399163,-1.7475909961423293,0.7,?,-0.5526367966212293,leading_digit_mad,1,-1.7475909961423293,3.090232306167813,False,-0.5526367966212293,True,?
temporal_concat_arith,TerminalDigit,9.685660000000002,10.050449999999998,-0.22362834927729355,0.5,0,-0.07071749330999169,terminal_digit_chisq,1,-0.22362834927729355,3.090232306167813,False,-0.07071749330999169,False,0
temporal_concat_arith,CentsEntropy,6.643171881152862,6.643137028761387,1.0659208893092682,0.55,0,0.33707378157695106,cents_entropy,1,1.0659208893092682,3.090232306167813,False,0.33707378157695106,True,0
temporal_concat_arith,DecimalResidue,0.0028404999999999993,0.002450500000000002,1.4331133656242305,0.6,0,0.45319023806022224,mod5_tv,4,1.4331133656242305,3.4807564043462427,False,0.45319023806022224,True,0
temporal_concat_arith,VocabGini,0.10003289981913381,0.04596323918366809,228.26849939644666,1.0,+,72.18483761615424,vocab_gini,1,228.26849939644666,3.090232306167813,True,72.18483761615424,True,+
temporal_concat_arith,ThresholdDensity,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
temporal_concat_arith,TemporalConcentration,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
temporal_concat_arith,cp_spectrum,0.10199331965708584,0.02541542491400046,1147.2442465342144,1.0,+,362.790485157185,c7,6,1147.2442465342144,3.5879146722879613,True,362.790485157185,True,+
temporal_concat_arith,L_profile,0.03945431518663936,0.024137154914633523,322.0576602303385,1.0,+,101.84357442324978,L4,4,322.0576602303385,3.4807564043462427,True,101.84357442324978,True,+
temporal_concat_arith,TailMass,0.1568587895259575,0.11518402863344526,331.0413772276952,1.0,+,104.68447517985138,tail_mass,1,331.0413772276952,3.090232306167813,True,104.68447517985138,True,+
temporal_concat_arith,CBAD_a,1.1650388451051662e-10,1.3515933217514975e-06,-1.290416549220698,0.7,0,-0.4080655425912184,cbad_a,1,-1.290416549220698,3.090232306167813,False,-0.4080655425912184,True,0
temporal_concat_arith,CBAD_c,0.013025846324314444,0.013156429187218498,-0.7322401629422152,0.55,0,-0.2315546709150221,cbad_c,1,-0.7322401629422152,3.090232306167813,False,-0.2315546709150221,True,0
temporal_concat_arith,CBAD_R2,0.8985250999057515,0.8953795991053903,0.41174559000413075,0.55,0,0.13020538809429114,cbad_r2,1,0.41174559000413075,3.090232306167813,False,0.13020538809429114,False,0
temporal_concat_arith,cp_spectrum_composite,0.10617178542947259,0.027572981078057484,1183.5144940423168,1.0,+,374.26014449955005,c7_composite,6,1183.5144940423168,3.5879146722879613,True,374.26014449955005,True,+
temporal_concat_arith,L_profile_composite,0.041070687382311566,0.026186211136687853,300.60311894493964,1.0,+,95.05905276165205,L4_composite,4,300.60311894493964,3.4807564043462427,True,95.05905276165205,True,+
temporal_concat_arith,TailMass_composite,0.16328503419584656,0.12496225786121469,297.4973010574458,1.0,+,94.07690690943477,tail_mass_composite,1,297.4973010574458,3.090232306167813,True,94.07690690943477,True,+
temporal_concat_arith,prime_fraction,0.039356,0.0782495,-173.03334503833088,1.0,+,-54.71794814789208,prime_fraction,1,-173.03334503833088,3.090232306167813,True,-54.71794814789208,True,+
sum_of_rounded,LeadingDigit,0.1034945565191153,0.07417299807288051,122.13723927240605,1.0,+,38.62318632257697,leading_digit_mad,1,122.13723927240605,3.090232306167813,True,38.62318632257697,True,+
sum_of_rounded,TerminalDigit,900000.0,9.010459999999998,1419179.1359636954,1.0,+,448783.8477435056,terminal_digit_chisq,1,1419179.1359636954,3.090232306167813,True,448783.8477435056,True,+
sum_of_rounded,CentsEntropy,0.0,6.643117654969414,-269928.8537839553,1.0,+,-85358.99841558587,cents_entropy,1,-269928.8537839553,3.090232306167813,True,-85358.99841558587,True,+
sum_of_rounded,DecimalResidue,0.9,0.0037794999999999994,4580.370644125351,1.0,+,1448.4403763208647,mod10_tv,4,4580.370644125351,3.4807564043462427,True,1448.4403763208647,True,+
sum_of_rounded,VocabGini,0.36426578502500273,0.012709644736119219,1085.0648375425922,1.0,+,343.127629559517,vocab_gini,1,1085.0648375425922,3.090232306167813,True,343.127629559517,True,+
sum_of_rounded,ThresholdDensity,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
sum_of_rounded,TemporalConcentration,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
sum_of_rounded,cp_spectrum,0.2293873035115673,0.009070339193277828,4619.269086013509,1.0,+,1460.7411437006929,c5sq,6,4619.269086013509,3.5879146722879613,True,1460.7411437006929,True,+
sum_of_rounded,L_profile,0.1737377925872159,0.09002778143331941,1373.5773225029081,1.0,+,434.36328814648436,L3,4,1373.5773225029081,3.4807564043462427,True,434.36328814648436,True,+
sum_of_rounded,TailMass,0.2795311575444974,0.12365354548689944,1452.4778550802178,1.0,+,459.3138273009457,tail_mass,1,1452.4778550802178,3.090232306167813,True,459.3138273009457,True,+
sum_of_rounded,CBAD_a,0.29071640828623496,6.393826585716122e-07,77.01688391927405,1.0,+,24.35487714737016,cbad_a,1,77.01688391927405,3.090232306167813,True,24.35487714737016,True,+
sum_of_rounded,CBAD_c,0.1683509866195503,0.014828848544542408,17.32742185227778,1.0,+,5.479411903177143,cbad_c,1,17.32742185227778,3.090232306167813,True,5.479411903177143,True,+
sum_of_rounded,CBAD_R2,0.9911025181677753,0.9477901303652849,13.699417339434778,1.0,+,4.332136140981794,cbad_r2,1,13.699417339434778,3.090232306167813,True,4.332136140981794,True,+
sum_of_rounded,cp_spectrum_composite,0.2293873035115673,0.009727770536868015,4327.165189600734,1.0,+,1368.369781093267,c5sq_composite,6,4327.165189600734,3.5879146722879613,True,1368.369781093267,True,+
sum_of_rounded,L_profile_composite,0.1737377925872159,0.09655233365090964,1267.5255687900121,1.0,+,400.82677898768736,L3_composite,4,1267.5255687900121,3.4807564043462427,True,400.82677898768736,True,+
sum_of_rounded,TailMass_composite,0.2795311575444974,0.1326150628123322,1363.1950859647584,1.0,+,431.0801366797669,tail_mass_composite,1,1363.1950859647584,3.090232306167813,True,431.0801366797669,True,+
sum_of_rounded,prime_fraction,0.0,0.0675755,-448.5898891709711,1.0,+,-141.8565785102771,prime_fraction,1,-448.5898891709711,3.090232306167813,True,-141.8565785102771,True,+
sum_of_divisibility,LeadingDigit,0.10348788985244864,0.0740066647395472,144.61899785868007,1.0,+,45.73254261644427,leading_digit_mad,1,144.61899785868007,3.090232306167813,True,45.73254261644427,True,+
sum_of_divisibility,TerminalDigit,9.652199999999999,9.664660000000001,-0.009090077400417543,0.5,0,-0.002874534869254185,terminal_digit_chisq,1,-0.009090077400417543,3.090232306167813,False,-0.002874534869254185,False,0
sum_of_divisibility,CentsEntropy,6.643137465531713,6.643116552520425,0.5433022709999634,0.7,0,0.17180726343019312,cents_entropy,1,0.5433022709999634,3.090232306167813,False,0.17180726343019312,False,0
sum_of_divisibility,DecimalResidue,0.012544000000000003,0.012786999999999998,-0.7375685923607531,0.6,0,-0.23323966824642475,mod100_tv,4,-0.7375685923607531,3.4807564043462427,False,-0.23323966824642475,True,0
sum_of_divisibility,VocabGini,0.11744900429356467,0.012690937975988081,518.9839658426663,1.0,+,164.1171401169853,vocab_gini,1,518.9839658426663,3.090232306167813,True,164.1171401169853,True,+
sum_of_divisibility,ThresholdDensity,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
sum_of_divisibility,TemporalConcentration,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
sum_of_divisibility,cp_spectrum,0.15453707173839654,0.022033660402706552,2591.835529982169,1.0,+,819.6103595293284,c7,6,2591.835529982169,3.5879146722879613,True,819.6103595293284,True,+
sum_of_divisibility,L_profile,0.05822264346703494,0.028154923717667167,516.7982404996065,1.0,+,163.42595307462312,L4,4,516.7982404996065,3.4807564043462427,True,163.42595307462312,True,+
sum_of_divisibility,TailMass,0.2017846438124203,0.12365870396366059,568.3859549357601,1.0,+,179.7394207646825,tail_mass,1,568.3859549357601,3.090232306167813,True,179.7394207646825,True,+
sum_of_divisibility,CBAD_a,3.6268183195966364e-05,6.811909634527543e-06,1.1117991679982764,0.65,0,0.35158176715547407,cbad_a,1,1.1117991679982764,3.090232306167813,False,0.35158176715547407,True,0
sum_of_divisibility,CBAD_c,0.015450762641422987,0.01481235922675507,3.55597159548784,0.8,?,1.1244969536604505,cbad_c,1,3.55597159548784,3.090232306167813,True,1.1244969536604505,True,?
sum_of_divisibility,CBAD_R2,0.963174578230763,0.9454407209784961,5.153253066943385,0.85,+,1.6296017050789253,cbad_r2,1,5.153253066943385,3.090232306167813,True,1.6296017050789253,True,+
sum_of_divisibility,cp_spectrum_composite,0.15453707173839654,0.023627633589643853,2506.0494315711526,1.0,+,792.4824132735122,c7_composite,6,2506.0494315711526,3.5879146722879613,True,792.4824132735122,True,+
sum_of_divisibility,L_profile_composite,0.05822264346703494,0.030191745799748405,480.695845006434,1.0,+,152.00937319996083,L4_composite,4,480.695845006434,3.4807564043462427,True,152.00937319996083,True,+
sum_of_divisibility,TailMass_composite,0.2017846438124203,0.13260463843273115,516.8477523027425,1.0,+,163.44161008152025,tail_mass_composite,1,516.8477523027425,3.090232306167813,True,163.44161008152025,True,+
sum_of_divisibility,prime_fraction,0.0,0.067464,-307.69455470767264,1.0,+,-97.30156165075303,prime_fraction,1,-307.69455470767264,3.090232306167813,True,-97.30156165075303,True,+
